Label,Features
1,"[23.          3.08695652  0.          0.91304348  0.30434783  0.34782609
  0.          0.          0.          0.          0.        ]"
1,[5.  3.4 0.  1.  0.4 0.4 0.  0.  1.  0.  0. ]
1,"[16.      2.6875  0.      0.8125  0.3125  0.3125  0.      0.      0.
  0.      0.    ]"
1,"[17.          2.82352941  0.          1.          0.23529412  0.47058824
  0.          0.          0.          0.          0.        ]"
1,"[42.          3.35714286  0.          0.73809524  0.21428571  0.57142857
  0.          0.          0.          0.          0.        ]"
1,"[14.          3.35714286  0.          0.71428571  0.21428571  0.57142857
  0.          0.          1.          0.          0.        ]"
1,"[3.         2.33333333 0.         1.         0.33333333 0.66666667
 0.         0.         1.         0.         0.        ]"
1,[8.    2.875 0.    1.    0.375 0.5   0.    0.    0.    0.    0.   ]
1,"[3.         2.33333333 0.         1.         1.         0.
 1.         0.         1.         0.         0.        ]"
1,"[26.          3.38461538  0.          0.88461538  0.26923077  0.26923077
  0.          0.          0.          0.          0.        ]"
1,[5.  3.6 0.  1.  0.2 0.4 0.  0.  0.  0.  0. ]
1,[2.  2.  0.  1.  0.5 0.  0.  1.  0.  0.  0. ]
1,"[3.         3.         0.         1.         0.33333333 0.33333333
 0.         0.         0.         0.         0.        ]"
1,"[19.          3.36842105  0.          0.89473684  0.21052632  0.42105263
  0.          0.          1.          0.          0.        ]"
1,[8.    3.25  0.    1.    0.125 0.5   0.    0.    0.    0.    0.   ]
1,"[41.          2.85365854  0.          0.75609756  0.29268293  0.36585366
  0.          0.          0.          0.          0.        ]"
1,[5.  2.8 0.  1.  0.2 0.6 0.  0.  1.  0.  0. ]
1,"[13.          3.30769231  0.          0.84615385  0.46153846  0.30769231
  0.          0.          0.          0.          0.        ]"
1,[10.   2.4  0.   1.   0.3  0.6  0.   0.   1.   0.   0. ]
1,[4.   2.75 0.   1.   0.25 0.5  0.   0.   0.   0.   0.  ]
1,[2.  1.5 0.  1.  0.5 0.  0.  0.  0.  0.  0. ]
1,[8.    3.375 0.    0.875 0.5   0.125 0.    0.    0.    0.    0.   ]
1,"[3.         4.66666667 0.         1.         0.33333333 0.33333333
 0.         0.         0.         0.         0.        ]"
1,"[7.         2.57142857 0.         1.         0.42857143 0.57142857
 0.         0.         0.         0.         0.        ]"
1,"[3.         3.         0.         1.         0.33333333 0.33333333
 0.         0.         1.         0.         0.        ]"
1,"[16.      3.5     0.      1.      0.1875  0.375   0.      0.      0.
  0.      0.    ]"
1,"[15.          3.4         0.          0.93333333  0.26666667  0.4
  0.          0.          0.          0.          0.        ]"
1,"[24.          3.20833333  0.          0.83333333  0.16666667  0.58333333
  0.          0.          1.          0.          0.        ]"
1,[2.  1.5 0.  1.  0.5 0.5 0.  0.  0.  1.  0. ]
1,"[14.          2.14285714  0.          0.71428571  0.42857143  0.35714286
  0.          0.          0.          0.          0.        ]"
1,[2.  2.5 0.  1.  0.5 0.5 0.  0.  1.  0.  0. ]
1,[2.  2.  0.  1.  0.5 0.  0.  0.  0.  0.  0. ]
1,"[13.          2.30769231  0.          0.76923077  0.38461538  0.61538462
  0.          0.          0.          0.          0.        ]"
1,"[7.         3.         0.         1.         0.28571429 0.57142857
 0.         0.         0.         0.         0.        ]"
1,[8.    3.125 0.    1.    0.125 0.25  0.    0.    1.    0.    0.   ]
1,"[45.          2.06666667  0.          0.55555556  0.4         0.44444444
  1.          0.          0.          1.          0.        ]"
1,[8.    2.5   0.    1.    0.375 0.625 0.    0.    0.    0.    0.   ]
1,"[6.         3.33333333 0.         1.         0.16666667 0.83333333
 0.         0.         1.         0.         0.        ]"
