Label,Features
1,"[7.         3.42857143 0.         1.         0.42857143 0.28571429
 0.         0.         0.         1.         0.        ]"
1,"[9.         3.66666667 0.         1.         0.11111111 0.55555556
 0.         0.         1.         0.         0.        ]"
1,"[3.         3.         0.         1.         0.33333333 0.
 0.         0.         0.         1.         0.        ]"
1,[8.    3.125 0.    0.875 0.5   0.25  0.    0.    0.    0.    0.   ]
1,"[15.          3.4         0.          1.          0.33333333  0.33333333
  0.          0.          0.          1.          0.        ]"
1,[10.   3.8  0.   1.   0.2  0.4  0.   0.   1.   0.   0. ]
1,"[11.          2.81818182  0.          1.          0.27272727  0.54545455
  0.          0.          0.          0.          0.        ]"
1,"[16.      2.9375  0.      1.      0.25    0.375   1.      0.      0.
  0.      0.    ]"
1,[25.    3.56  0.    0.88  0.28  0.44  0.    0.    0.    2.    0.  ]
1,"[26.          3.15384615  0.          0.88461538  0.19230769  0.53846154
  0.          0.          0.          0.          0.        ]"
1,"[23.          4.04347826  0.          0.91304348  0.30434783  0.34782609
  0.          0.          0.          0.          0.        ]"
1,"[16.      4.      0.      1.      0.3125  0.5     0.      0.      0.
  0.      0.    ]"
1,"[37.          3.62162162  0.          0.91891892  0.40540541  0.24324324
  0.          0.          0.          0.          0.        ]"
1,[20.    4.05  0.    0.9   0.4   0.35  0.    0.    0.    0.    0.  ]
1,[8.    2.75  0.    1.    0.25  0.375 0.    0.    0.    0.    0.   ]
1,"[15.          4.06666667  0.          1.          0.26666667  0.2
  0.          0.          0.          0.          0.        ]"
1,[4.  4.5 0.  1.  0.5 0.  0.  0.  0.  1.  0. ]
1,"[11.          3.36363636  0.          0.90909091  0.45454545  0.18181818
  0.          0.          0.          0.          0.        ]"
1,[20.    3.15  0.    0.95  0.2   0.55  0.    0.    0.    0.    0.  ]
1,"[31.          2.74193548  0.          0.74193548  0.35483871  0.32258065
  0.          0.          1.          0.          0.        ]"
1,[10.   3.1  0.   1.   0.1  0.6  0.   0.   1.   0.   0. ]
1,"[36.          2.80555556  0.          0.69444444  0.22222222  0.61111111
  0.          0.          1.          0.          1.        ]"
1,"[13.          3.07692308  0.          1.          0.38461538  0.38461538
  0.          0.          1.          0.          1.        ]"
1,[10.   3.4  0.   0.9  0.2  0.5  0.   0.   1.   1.   0. ]
1,[10.   3.   0.   1.   0.5  0.2  0.   0.   1.   0.   0. ]
1,[2. 4. 0. 1. 1. 0. 0. 0. 0. 0. 0.]
1,"[34.          3.41176471  0.          0.79411765  0.32352941  0.38235294
  0.          0.          0.          0.          0.        ]"
1,"[14.          4.14285714  0.          0.92857143  0.42857143  0.21428571
  1.          0.          0.          2.          1.        ]"
1,[8.    3.125 0.    1.    0.25  0.625 1.    0.    1.    0.    0.   ]
1,"[26.          3.57692308  0.          0.84615385  0.38461538  0.26923077
  0.          0.          0.          0.          0.        ]"
1,"[24.          3.08333333  0.          0.875       0.45833333  0.29166667
  0.          0.          0.          3.          0.        ]"
1,"[6.         4.83333333 0.         1.         0.16666667 0.16666667
 0.         0.         1.         0.         0.        ]"
1,"[7.         3.14285714 0.         1.         0.42857143 0.28571429
 0.         0.         0.         0.         0.        ]"
