Label,Features
1,"[6.         2.33333333 0.         1.         0.33333333 0.
 0.         0.         0.         1.         0.        ]"
1,[4.   3.25 0.   1.   0.5  0.   0.   0.   0.   0.   0.  ]
1,[4.   1.75 0.   1.   0.75 0.   0.   0.   1.   0.   0.  ]
1,"[3.         2.33333333 0.         1.         0.33333333 0.33333333
 0.         0.         0.         0.         0.        ]"
1,[4.   3.75 0.   1.   0.25 0.5  0.   0.   0.   0.   0.  ]
1,"[18.          2.72222222  0.          0.88888889  0.22222222  0.44444444
  0.          0.          0.          1.          2.        ]"
1,[2.  1.5 0.  1.  0.5 0.5 0.  0.  0.  0.  0. ]
1,[4.   2.   0.   0.75 0.5  0.   0.   0.   0.   0.   0.  ]
1,"[15.          3.46666667  0.          1.          0.4         0.4
  0.          0.          1.          0.          0.        ]"
1,"[9.         2.77777778 0.         1.         0.33333333 0.33333333
 0.         0.         0.         0.         0.        ]"
1,[5.  3.  0.  1.  0.4 0.  0.  0.  0.  0.  1. ]
1,"[7.         3.         0.         1.         0.42857143 0.28571429
 0.         0.         0.         0.         0.        ]"
1,[10.   3.2  0.   0.9  0.4  0.2  0.   0.   0.   0.   1. ]
1,[15.   3.6  0.   1.   0.2  0.6  0.   0.   0.   0.   0. ]
1,"[15.          4.06666667  0.          0.86666667  0.13333333  0.4
  0.          0.          0.          0.          0.        ]"
1,"[7.         2.28571429 0.         1.         0.28571429 0.42857143
 0.         0.         0.         0.         0.        ]"
1,"[23.          3.43478261  0.          0.7826087   0.26086957  0.39130435
  0.          0.          0.          0.          1.        ]"
1,"[17.          3.17647059  0.          0.94117647  0.23529412  0.41176471
  0.          0.          0.          1.          0.        ]"
1,"[9.         2.55555556 0.         0.88888889 0.33333333 0.33333333
 0.         0.         0.         2.         0.        ]"
1,[20.    4.15  0.    1.    0.25  0.3   0.    0.    0.    0.    0.  ]
1,[10.   3.   0.   1.   0.2  0.2  0.   0.   0.   1.   1. ]
1,"[6.         3.16666667 0.         1.         0.5        0.16666667
 0.         0.         0.         0.         0.        ]"
1,"[11.          2.54545455  0.          0.90909091  0.54545455  0.18181818
  0.          0.          1.          1.          0.        ]"
1,"[6.         3.33333333 0.         0.83333333 0.5        0.16666667
 0.         0.         0.         2.         0.        ]"
1,"[6.         1.5        0.         1.         0.5        0.33333333
 1.         0.         0.         0.         0.        ]"
1,[4.   3.25 0.   1.   0.25 0.25 0.   0.   0.   1.   0.  ]
1,"[16.      2.625   0.      0.75    0.4375  0.4375  0.      0.      0.
  2.      0.    ]"
1,"[3.         2.33333333 0.         1.         0.33333333 0.66666667
 0.         0.         0.         0.         0.        ]"
1,"[9.         3.55555556 0.         1.         0.22222222 0.44444444
 0.         0.         0.         0.         0.        ]"
1,"[28.          3.28571429  0.          0.82142857  0.21428571  0.39285714
  0.          0.          1.          1.          0.        ]"
